Choicesituation,Block,question,mode,cost,alt,striper_length,bluefish_length,striper_keep,striper_rel,bluefish_keep,bluefish_rel,opt_out,fish_other_species,version
81,14,11,PRIVATE BOAT,90,1,28,16,1,0,0,0,0,0,PRIVATE BOAT Block 14
81,14,11,PRIVATE BOAT,140,2,23,34,2,4,0,0,0,0,PRIVATE BOAT Block 14
81,14,11,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 14
81,14,11,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 14
82,14,12,PRIVATE BOAT,140,1,18,12,1,0,0,0,0,0,PRIVATE BOAT Block 14
82,14,12,PRIVATE BOAT,190,2,28,12,1,2,0,0,0,0,PRIVATE BOAT Block 14
82,14,12,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 14
82,14,12,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 14
83,14,13,PRIVATE BOAT,190,1,28,16,3,3,0,0,0,0,PRIVATE BOAT Block 14
83,14,13,PRIVATE BOAT,50,2,18,34,0,0,1,0,0,0,PRIVATE BOAT Block 14
83,14,13,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 14
83,14,13,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 14
84,14,14,PRIVATE BOAT,190,1,28,34,0,1,6,1,0,0,PRIVATE BOAT Block 14
84,14,14,PRIVATE BOAT,50,2,23,12,0,6,0,0,0,0,PRIVATE BOAT Block 14
84,14,14,PRIVATE BOAT,160,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 14
84,14,14,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 14
85,15,9,PRIVATE BOAT,90,1,23,28,0,1,0,0,0,0,PRIVATE BOAT Block 15
85,15,9,PRIVATE BOAT,190,2,43,34,0,6,0,0,0,0,PRIVATE BOAT Block 15
85,15,9,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 15
85,15,9,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 15
86,15,10,PRIVATE BOAT,90,1,18,28,0,6,0,0,0,0,PRIVATE BOAT Block 15
86,15,10,PRIVATE BOAT,140,2,18,20,0,0,6,1,0,0,PRIVATE BOAT Block 15
86,15,10,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 15
86,15,10,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 15
87,15,11,PRIVATE BOAT,190,1,43,16,0,0,3,4,0,0,PRIVATE BOAT Block 15
87,15,11,PRIVATE BOAT,90,2,43,12,0,6,0,0,0,0,PRIVATE BOAT Block 15
87,15,11,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 15
87,15,11,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 15
88,15,12,PRIVATE BOAT,190,1,28,34,0,3,3,0,0,0,PRIVATE BOAT Block 15
88,15,12,PRIVATE BOAT,50,2,18,12,0,3,0,0,0,0,PRIVATE BOAT Block 15
88,15,12,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 15
88,15,12,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 15
89,15,13,PRIVATE BOAT,190,1,33,20,0,3,6,0,0,0,PRIVATE BOAT Block 15
89,15,13,PRIVATE BOAT,90,2,18,34,0,1,6,0,0,0,PRIVATE BOAT Block 15
89,15,13,PRIVATE BOAT,160,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 15
89,15,13,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 15
90,15,14,PRIVATE BOAT,140,1,43,12,1,0,1,0,0,0,PRIVATE BOAT Block 15
90,15,14,PRIVATE BOAT,190,2,18,16,0,3,3,0,0,0,PRIVATE BOAT Block 15
90,15,14,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 15
90,15,14,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 15
91,16,9,PRIVATE BOAT,140,1,33,34,2,1,0,0,0,0,PRIVATE BOAT Block 16
91,16,9,PRIVATE BOAT,50,2,18,16,0,1,0,0,0,0,PRIVATE BOAT Block 16
91,16,9,PRIVATE BOAT,160,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 16
91,16,9,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 16
92,16,10,PRIVATE BOAT,50,1,18,28,0,1,0,0,0,0,PRIVATE BOAT Block 16
92,16,10,PRIVATE BOAT,190,2,23,12,0,6,0,0,0,0,PRIVATE BOAT Block 16
92,16,10,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 16
92,16,10,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 16
93,16,11,PRIVATE BOAT,90,1,43,20,0,1,0,0,0,0,PRIVATE BOAT Block 16
93,16,11,PRIVATE BOAT,190,2,23,12,0,6,0,0,0,0,PRIVATE BOAT Block 16
93,16,11,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 16
93,16,11,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 16
94,16,12,PRIVATE BOAT,50,1,43,34,0,0,1,0,0,0,PRIVATE BOAT Block 16
94,16,12,PRIVATE BOAT,140,2,28,12,3,3,0,0,0,0,PRIVATE BOAT Block 16
94,16,12,PRIVATE BOAT,160,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 16
94,16,12,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 16
95,16,13,PRIVATE BOAT,190,1,43,12,2,4,3,0,0,0,PRIVATE BOAT Block 16
95,16,13,PRIVATE BOAT,50,2,23,34,0,6,0,0,0,0,PRIVATE BOAT Block 16
95,16,13,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 16
95,16,13,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 16
96,16,14,PRIVATE BOAT,50,1,38,16,0,1,0,0,0,0,PRIVATE BOAT Block 16
96,16,14,PRIVATE BOAT,190,2,43,34,0,6,1,0,0,0,PRIVATE BOAT Block 16
96,16,14,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 16
96,16,14,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 16
97,17,9,PRIVATE BOAT,50,1,43,16,0,1,0,0,0,0,PRIVATE BOAT Block 17
97,17,9,PRIVATE BOAT,190,2,28,12,3,0,0,0,0,0,PRIVATE BOAT Block 17
97,17,9,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 17
97,17,9,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 17
98,17,10,PRIVATE BOAT,190,1,43,20,3,3,0,0,0,0,PRIVATE BOAT Block 17
98,17,10,PRIVATE BOAT,50,2,43,34,0,0,6,1,0,0,PRIVATE BOAT Block 17
98,17,10,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 17
98,17,10,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 17
99,17,11,PRIVATE BOAT,140,1,38,34,3,0,6,1,0,0,PRIVATE BOAT Block 17
99,17,11,PRIVATE BOAT,50,2,18,34,0,0,1,0,0,0,PRIVATE BOAT Block 17
99,17,11,PRIVATE BOAT,160,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 17
99,17,11,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 17
100,17,12,PRIVATE BOAT,190,1,38,12,1,0,1,6,0,0,PRIVATE BOAT Block 17
100,17,12,PRIVATE BOAT,140,2,18,20,1,5,0,0,0,0,PRIVATE BOAT Block 17
100,17,12,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 17
100,17,12,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 17
101,17,13,PRIVATE BOAT,190,1,43,16,2,0,3,0,0,0,PRIVATE BOAT Block 17
101,17,13,PRIVATE BOAT,50,2,18,34,0,3,3,0,0,0,PRIVATE BOAT Block 17
101,17,13,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 17
101,17,13,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 17
102,17,14,PRIVATE BOAT,50,1,43,12,1,0,3,0,0,0,PRIVATE BOAT Block 17
102,17,14,PRIVATE BOAT,190,2,23,34,0,3,3,4,0,0,PRIVATE BOAT Block 17
102,17,14,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 17
102,17,14,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 17
103,18,9,PRIVATE BOAT,190,1,33,34,2,1,0,0,0,0,PRIVATE BOAT Block 18
103,18,9,PRIVATE BOAT,50,2,33,16,1,0,0,0,0,0,PRIVATE BOAT Block 18
103,18,9,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 18
103,18,9,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 18
104,18,10,PRIVATE BOAT,190,1,18,28,3,3,0,0,0,0,PRIVATE BOAT Block 18
104,18,10,PRIVATE BOAT,90,2,18,12,1,0,1,0,0,0,PRIVATE BOAT Block 18
104,18,10,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 18
104,18,10,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 18
105,18,11,PRIVATE BOAT,50,1,43,34,0,0,1,0,0,0,PRIVATE BOAT Block 18
105,18,11,PRIVATE BOAT,190,2,18,16,0,3,0,0,0,0,PRIVATE BOAT Block 18
105,18,11,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 18
105,18,11,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 18
106,18,12,PRIVATE BOAT,190,1,43,24,2,4,0,0,0,0,PRIVATE BOAT Block 18
106,18,12,PRIVATE BOAT,50,2,18,12,0,1,1,0,0,0,PRIVATE BOAT Block 18
106,18,12,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 18
106,18,12,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 18
107,18,13,PRIVATE BOAT,90,1,18,34,0,1,1,0,0,0,PRIVATE BOAT Block 18
107,18,13,PRIVATE BOAT,190,2,43,16,0,6,1,2,0,0,PRIVATE BOAT Block 18
107,18,13,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 18
107,18,13,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 18
108,18,14,PRIVATE BOAT,50,1,33,24,1,2,0,0,0,0,PRIVATE BOAT Block 18
108,18,14,PRIVATE BOAT,140,2,43,34,1,0,1,6,0,0,PRIVATE BOAT Block 18
108,18,14,PRIVATE BOAT,160,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 18
108,18,14,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 18
1,1,9,PARTY BOAT,170,1,38,34,3,0,0,0,0,0,PARTY BOAT Block 1
1,1,9,PARTY BOAT,130,2,18,24,1,0,1,0,0,0,PARTY BOAT Block 1
1,1,9,PARTY BOAT,90,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 1
1,1,9,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 1
2,1,10,PARTY BOAT,130,1,18,16,0,0,3,0,0,0,PARTY BOAT Block 1
2,1,10,PARTY BOAT,170,2,18,16,0,5,3,0,0,0,PARTY BOAT Block 1
2,1,10,PARTY BOAT,50,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 1
2,1,10,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 1
3,1,11,PARTY BOAT,170,1,28,34,1,0,1,6,0,0,PARTY BOAT Block 1
3,1,11,PARTY BOAT,50,2,43,12,0,0,1,2,0,0,PARTY BOAT Block 1
3,1,11,PARTY BOAT,170,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 1
3,1,11,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 1
4,1,12,PARTY BOAT,170,1,23,24,0,1,1,2,0,0,PARTY BOAT Block 1
4,1,12,PARTY BOAT,50,2,18,12,0,3,0,0,0,0,PARTY BOAT Block 1
4,1,12,PARTY BOAT,170,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 1
4,1,12,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 1
5,1,13,PARTY BOAT,130,1,18,16,0,3,0,0,0,0,PARTY BOAT Block 1
5,1,13,PARTY BOAT,170,2,28,34,1,2,1,0,0,0,PARTY BOAT Block 1
5,1,13,PARTY BOAT,50,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 1
5,1,13,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 1
6,1,14,PARTY BOAT,50,1,23,12,3,0,1,0,0,0,PARTY BOAT Block 1
6,1,14,PARTY BOAT,170,2,23,34,1,0,6,1,0,0,PARTY BOAT Block 1
6,1,14,PARTY BOAT,130,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 1
6,1,14,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 1
7,2,9,PARTY BOAT,170,1,18,34,0,5,0,0,0,0,PARTY BOAT Block 2
7,2,9,PARTY BOAT,130,2,38,24,1,0,0,0,0,0,PARTY BOAT Block 2
7,2,9,PARTY BOAT,50,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 2
7,2,9,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 2
8,2,10,PARTY BOAT,50,1,43,16,0,0,1,0,0,0,PARTY BOAT Block 2
8,2,10,PARTY BOAT,90,2,38,34,3,2,0,0,0,0,PARTY BOAT Block 2
8,2,10,PARTY BOAT,170,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 2
8,2,10,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 2
9,2,11,PARTY BOAT,90,1,18,12,1,4,0,0,0,0,PARTY BOAT Block 2
9,2,11,PARTY BOAT,130,2,33,34,1,0,1,6,0,0,PARTY BOAT Block 2
9,2,11,PARTY BOAT,90,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 2
9,2,11,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 2
10,2,12,PARTY BOAT,170,1,23,16,2,1,0,0,0,0,PARTY BOAT Block 2
10,2,12,PARTY BOAT,90,2,43,12,1,0,0,0,0,0,PARTY BOAT Block 2
10,2,12,PARTY BOAT,90,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 2
10,2,12,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 2
11,2,13,PARTY BOAT,130,1,43,16,0,1,0,0,0,0,PARTY BOAT Block 2
11,2,13,PARTY BOAT,170,2,18,28,0,5,1,0,0,0,PARTY BOAT Block 2
11,2,13,PARTY BOAT,90,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 2
11,2,13,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 2
12,2,14,PARTY BOAT,130,1,18,16,0,0,3,0,0,0,PARTY BOAT Block 2
12,2,14,PARTY BOAT,170,2,23,20,2,1,1,0,0,0,PARTY BOAT Block 2
12,2,14,PARTY BOAT,50,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 2
12,2,14,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 2
13,3,9,PARTY BOAT,50,1,43,16,0,1,0,0,0,0,PARTY BOAT Block 3
13,3,9,PARTY BOAT,170,2,18,28,0,3,0,0,0,0,PARTY BOAT Block 3
13,3,9,PARTY BOAT,170,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 3
13,3,9,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 3
14,3,10,PARTY BOAT,130,1,43,24,2,3,0,0,0,0,PARTY BOAT Block 3
14,3,10,PARTY BOAT,50,2,18,12,0,3,1,0,0,0,PARTY BOAT Block 3
14,3,10,PARTY BOAT,50,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 3
14,3,10,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 3
15,3,11,PARTY BOAT,50,1,18,12,0,1,1,0,0,0,PARTY BOAT Block 3
15,3,11,PARTY BOAT,170,2,43,20,1,2,0,0,0,0,PARTY BOAT Block 3
15,3,11,PARTY BOAT,170,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 3
15,3,11,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 3
16,3,12,PARTY BOAT,50,1,18,12,0,3,1,0,0,0,PARTY BOAT Block 3
16,3,12,PARTY BOAT,130,2,43,34,2,3,1,0,0,0,PARTY BOAT Block 3
16,3,12,PARTY BOAT,90,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 3
16,3,12,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 3
17,3,13,PARTY BOAT,170,1,28,34,2,1,1,0,0,0,PARTY BOAT Block 3
17,3,13,PARTY BOAT,90,2,38,12,0,1,0,0,0,0,PARTY BOAT Block 3
17,3,13,PARTY BOAT,50,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 3
17,3,13,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 3
18,3,14,PARTY BOAT,50,1,43,34,0,1,1,0,0,0,PARTY BOAT Block 3
18,3,14,PARTY BOAT,170,2,18,20,0,5,0,0,0,0,PARTY BOAT Block 3
18,3,14,PARTY BOAT,170,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 3
18,3,14,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 3
19,4,9,PARTY BOAT,170,1,43,16,2,3,3,0,0,0,PARTY BOAT Block 4
19,4,9,PARTY BOAT,90,2,43,16,1,0,0,0,0,0,PARTY BOAT Block 4
19,4,9,PARTY BOAT,50,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 4
19,4,9,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 4
20,4,10,PARTY BOAT,170,1,43,28,3,2,0,0,0,0,PARTY BOAT Block 4
20,4,10,PARTY BOAT,50,2,33,12,1,0,0,0,0,0,PARTY BOAT Block 4
20,4,10,PARTY BOAT,170,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 4
20,4,10,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 4
21,4,11,PARTY BOAT,130,1,28,34,2,1,3,4,0,0,PARTY BOAT Block 4
21,4,11,PARTY BOAT,50,2,18,28,0,5,0,0,0,0,PARTY BOAT Block 4
21,4,11,PARTY BOAT,130,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 4
21,4,11,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 4
22,4,12,PARTY BOAT,50,1,33,12,1,0,6,0,0,0,PARTY BOAT Block 4
22,4,12,PARTY BOAT,130,2,38,34,3,2,6,0,0,0,PARTY BOAT Block 4
22,4,12,PARTY BOAT,50,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 4
22,4,12,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 4
23,4,13,PARTY BOAT,50,1,23,16,1,0,1,0,0,0,PARTY BOAT Block 4
23,4,13,PARTY BOAT,170,2,38,34,1,2,0,0,0,0,PARTY BOAT Block 4
23,4,13,PARTY BOAT,130,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 4
23,4,13,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 4
24,4,14,PARTY BOAT,50,1,18,34,0,0,3,0,0,0,PARTY BOAT Block 4
24,4,14,PARTY BOAT,90,2,43,12,2,1,1,0,0,0,PARTY BOAT Block 4
24,4,14,PARTY BOAT,170,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 4
24,4,14,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 4
25,5,9,PARTY BOAT,50,1,18,34,0,1,0,0,0,0,PARTY BOAT Block 5
25,5,9,PARTY BOAT,90,2,18,24,0,3,1,0,0,0,PARTY BOAT Block 5
25,5,9,PARTY BOAT,50,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 5
25,5,9,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 5
26,5,10,PARTY BOAT,90,1,33,34,0,1,6,0,0,0,PARTY BOAT Block 5
26,5,10,PARTY BOAT,170,2,18,12,0,5,6,0,0,0,PARTY BOAT Block 5
26,5,10,PARTY BOAT,90,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 5
26,5,10,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 5
27,5,11,PARTY BOAT,170,1,43,12,2,3,3,0,0,0,PARTY BOAT Block 5
27,5,11,PARTY BOAT,90,2,18,24,0,5,0,0,0,0,PARTY BOAT Block 5
27,5,11,PARTY BOAT,50,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 5
27,5,11,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 5
28,5,12,PARTY BOAT,170,1,18,20,0,3,3,0,0,0,PARTY BOAT Block 5
28,5,12,PARTY BOAT,130,2,43,34,0,0,3,0,0,0,PARTY BOAT Block 5
28,5,12,PARTY BOAT,50,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 5
28,5,12,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 5
29,5,13,PARTY BOAT,130,1,43,34,2,1,1,0,0,0,PARTY BOAT Block 5
29,5,13,PARTY BOAT,170,2,28,12,0,5,0,0,0,0,PARTY BOAT Block 5
29,5,13,PARTY BOAT,90,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 5
29,5,13,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 5
30,5,14,PARTY BOAT,50,1,43,20,2,0,0,0,0,0,PARTY BOAT Block 5
30,5,14,PARTY BOAT,130,2,43,20,1,0,3,4,0,0,PARTY BOAT Block 5
30,5,14,PARTY BOAT,90,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 5
30,5,14,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 5
31,6,9,PARTY BOAT,170,1,18,12,0,3,3,0,0,0,PARTY BOAT Block 6
31,6,9,PARTY BOAT,130,2,38,28,0,1,0,0,0,0,PARTY BOAT Block 6
31,6,9,PARTY BOAT,170,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 6
31,6,9,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 6
32,6,10,PARTY BOAT,50,1,18,34,1,0,0,0,0,0,PARTY BOAT Block 6
32,6,10,PARTY BOAT,170,2,28,34,2,1,3,4,0,0,PARTY BOAT Block 6
32,6,10,PARTY BOAT,170,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 6
32,6,10,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 6
33,6,11,PARTY BOAT,50,1,18,12,0,3,0,0,0,0,PARTY BOAT Block 6
33,6,11,PARTY BOAT,90,2,43,12,1,0,0,0,0,0,PARTY BOAT Block 6
33,6,11,PARTY BOAT,50,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 6
33,6,11,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 6
34,6,12,PARTY BOAT,90,1,38,12,0,5,1,6,0,0,PARTY BOAT Block 6
34,6,12,PARTY BOAT,50,2,23,34,0,0,1,6,0,0,PARTY BOAT Block 6
34,6,12,PARTY BOAT,90,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 6
34,6,12,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 6
35,6,13,PARTY BOAT,130,1,43,12,0,0,3,4,0,0,PARTY BOAT Block 6
35,6,13,PARTY BOAT,90,2,18,34,0,3,1,0,0,0,PARTY BOAT Block 6
35,6,13,PARTY BOAT,90,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 6
35,6,13,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 6
36,6,14,PARTY BOAT,50,1,33,34,2,1,0,0,0,0,PARTY BOAT Block 6
36,6,14,PARTY BOAT,170,2,43,12,0,3,3,0,0,0,PARTY BOAT Block 6
36,6,14,PARTY BOAT,50,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 6
36,6,14,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 6
37,7,9,PARTY BOAT,90,1,38,12,2,3,0,0,0,0,PARTY BOAT Block 7
37,7,9,PARTY BOAT,50,2,18,34,0,1,1,0,0,0,PARTY BOAT Block 7
37,7,9,PARTY BOAT,90,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 7
37,7,9,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 7
38,7,10,PARTY BOAT,50,1,18,34,0,3,1,0,0,0,PARTY BOAT Block 7
38,7,10,PARTY BOAT,90,2,38,12,1,4,1,0,0,0,PARTY BOAT Block 7
38,7,10,PARTY BOAT,170,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 7
38,7,10,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 7
39,7,11,PARTY BOAT,130,1,43,16,3,2,0,0,0,0,PARTY BOAT Block 7
39,7,11,PARTY BOAT,90,2,43,16,0,0,6,1,0,0,PARTY BOAT Block 7
39,7,11,PARTY BOAT,170,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 7
39,7,11,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 7
40,7,12,PARTY BOAT,170,1,43,34,3,0,6,1,0,0,PARTY BOAT Block 7
40,7,12,PARTY BOAT,130,2,18,28,0,3,3,0,0,0,PARTY BOAT Block 7
40,7,12,PARTY BOAT,90,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 7
40,7,12,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 7
41,7,13,PARTY BOAT,50,1,18,16,0,0,1,2,0,0,PARTY BOAT Block 7
41,7,13,PARTY BOAT,170,2,28,34,1,0,1,6,0,0,PARTY BOAT Block 7
41,7,13,PARTY BOAT,50,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 7
41,7,13,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 7
42,7,14,PARTY BOAT,90,1,43,12,3,0,0,0,0,0,PARTY BOAT Block 7
42,7,14,PARTY BOAT,170,2,43,34,1,0,3,0,0,0,PARTY BOAT Block 7
42,7,14,PARTY BOAT,170,3,0,0,0,0,0,0,0,1,PARTY BOAT Block 7
42,7,14,PARTY BOAT,0,4,0,0,0,0,0,0,1,0,PARTY BOAT Block 7
